id_producing_plant,sku_code,approved_supplier,component,id_supplier,rounding_unit,moq,unit_cost,lead_time,umb,family,integration_id,execution_id,create_timestamp,last_updated_timestamp,record_key_hash
J001,AA781389,CFF,421573,100009382,25,25,30.45,120,GLL,Concentrado,AA781389~J001~421573,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,e6dbeabb4b8a7ade29b3bd8ba7f0277013a14712b5024b3d5162b5aedf7bbb06
400000105,BA021504,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA021504~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,6b5230b14ecb578955f1e91597be8d6206075a5c7cacb5590a8f4fe84021523d
RP04,BA021184,Givaudan,436577,100015087,10,10,38.121,90,UN,Concentrado,BA021184~RP04~436577,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,a8c4d85c174cf6f00ecf50415c63aedd5750645a09216e76e100cef7bcae6746
GP00,BA021553,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,BA021553~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,2d5ec6971cdc2afc9e5012e9bdf83d545e417bddaa467adf6b3b25cec666f4df
400000105,BA021187,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA021187~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,f330071d28e1f54a6e089ce408232b0c42051f4d3cee61fa48ee700abd4fbd4c
400000105,BA020437,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA020437~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,a1fdd0127f79f46171379f8facbd6c2729354423ba02b50c3d482732fb5ee8c0
RP04,BA014420,Givaudan,436106,100015087,10,10,90.52799999999999,90,UN,Concentrado,BA014420~RP04~436106,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,5d755492a3d755d0839df471195ec96bcfe497c3f9b961cd67f8b333e4e19a16
400000105,BA002023,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA002023~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,d03dd03ffe612b52d92fdd879b0c0d8bb7be4ef2b2f59a86a103e10cdf62f23f
400000105,BA013081,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA013081~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,1a535ce4786478face3a92272946a7bc9d64565a895ac71e97109ff4287dc977
400000105,BA020432,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA020432~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,faf5c9f0f1155e04426c9c69429918a9e06d3c4a2ab4ab3f13c74820bb03d39a
400000105,BA020449,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA020449~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,1f2d869ca4ab29cfbb289fa519d606a2626955d14564f70fd4f6305ab3ba097d
GP00,BA011117,Grapette,420011,100010909,320,640,102.4,50,UN,Concentrado,BA011117~GP00~420011,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,fe7fe72a526479a208f0c76652341e3f828393ae62264c4ba78724cc24a6e960
400000105,BA018371,FISA,426214,100009700,10,10,907.22,90,UN,Concentrado,BA018371~400000105~426214,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,7c8a6d61344cee0cefe7d276ab6fd2ad77592a27e9aa11cd816910bdb84f62c0
400000105,BA000785,FISA,426213,100009700,10,10,526,90,UN,Concentrado,BA000785~400000105~426213,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,50f8929b6ed865033aeb83f7d4c66b005d584ac1de72bdd7fd7c1f8639610f1e
400000105,BA018684,FISA,427336,100009700,10,10,447.44,90,UN,Concentrado,BA018684~400000105~427336,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,a0f00e85901a14ec6963b8b857be46600a6645cf679475853f774dcf97e066ad
RP04,BA021184,Givaudan,436579,100015087,10,10,197.064,90,UN,Concentrado,BA021184~RP04~436579,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,2960d6f03d5fd53c83e100f49d6acacf81589391d70f56d395d71d186aeeefdf
RP04,BA021184,Givaudan,436578,100015087,10,10,42,90,UN,Concentrado,BA021184~RP04~436578,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,33f3bdd7f1c9224676f382b5886d77f0109f837c7c0ef8eeadf35e7cccece17b
RP04,BA014420,Givaudan,436578,100015087,10,10,42,90,UN,Concentrado,BA014420~RP04~436578,5efe645a-adde-4a15-a150-aa43437bcf28,2026-02-20T09:05:13.942Z,2026-02-25T12:15:16.319Z,85449c8757589b3c51fe69afdb3fe37ee5e54b524328e30af34a6679a9d258dc
