batch_id,execution_id,config_id,file_name,file_path,source_type,ingestion_date,status,ingestion_start,ingestion_end,error_message,last_updated_at,records_ingested,triggered_by,comments
BATCH_20260226_050026_66fc48,EXEC_11_20260226_050039_4cfdfe,11,Inventory Policy.xlsx,/sites/BelivData/Shared Documents/Supply/4.Politicas de Inventario/Inventory Policy.xlsx,SharePoint,2026-02-26,success,2026-02-26T05:00:39.559Z,2026-02-26T05:00:46.081Z,,2026-02-26T05:00:46.081Z,0,system,Ingested from SharePoint
BATCH_20260226_050026_66fc48,EXEC_4_20260226_050039_e33496,4,ID Pricing.xlsx,/sites/BelivData/Shared Documents/Finanzas/1.RGM/ID Pricing.xlsx,SharePoint,2026-02-26,success,2026-02-26T05:00:39.809Z,2026-02-26T05:00:45.290Z,,2026-02-26T05:00:45.290Z,0,system,Ingested from SharePoint
BATCH_20260226_050026_66fc48,EXEC_3_20260226_050039_fcbbe6,3,BelivBillOfMaterial.xlsx,/sites/BelivData/Shared Documents/Supply/7.BillOfMaterials/BelivBillOfMaterial.xlsx,SharePoint,2026-02-26,success,2026-02-26T05:00:39.634Z,2026-02-26T05:00:44.291Z,,2026-02-26T05:00:44.291Z,0,system,Ingested from SharePoint
BATCH_20260226_050026_66fc48,EXEC_13_20260226_050039_1ebc74,13,00. Calendar Holidays.xlsx,/sites/BelivData/Shared Documents/Supply/10.Calendar/00. Calendar Holidays.xlsx,SharePoint,2026-02-26,Running,2026-02-26T05:00:39.668Z,null,,2026-02-26T05:00:39.668Z,0,system,Ingested from SharePoint
BATCH_20260226_050026_66fc48,EXEC_8_20260226_050039_de6060,8,ScheduledReceiptRequisition PT.xlsx,/sites/BelivData/Shared Documents/Supply/11.ReceiptRequisition/ScheduledReceiptRequisition PT.xlsx,SharePoint,2026-02-26,Running,2026-02-26T05:00:39.366Z,null,,2026-02-26T05:00:39.366Z,0,system,Ingested from SharePoint
BATCH_20260226_050026_66fc48,EXEC_10_20260226_050030_7f6d90,10,DATA_COSTOS_TRANSFORMADOS_COMPLETO.xlsx,/sites/BelivData/Shared Documents/Supply/9.Cost/DATA_COSTOS_TRANSFORMADOS_COMPLETO.xlsx,SharePoint,2026-02-26,success,2026-02-26T05:00:30.803Z,2026-02-26T05:00:36.220Z,,2026-02-26T05:00:36.220Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_3_20260225_050154_b16ee2,3,BelivBillOfMaterial.xlsx,/sites/BelivData/Shared Documents/Supply/7.BillOfMaterials/BelivBillOfMaterial.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:54.627Z,2026-02-25T05:02:00.358Z,,2026-02-25T05:02:00.358Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_8_20260225_050149_acf55e,8,ScheduledReceiptRequisition PT.xlsx,/sites/BelivData/Shared Documents/Supply/11.ReceiptRequisition/ScheduledReceiptRequisition PT.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:49.208Z,2026-02-25T05:01:53.069Z,,2026-02-25T05:01:53.069Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_12_20260225_050148_d93834,12,Initial Inventory - Bill Of Material.xlsx,/sites/BelivData/Shared Documents/Supply/7.BillOfMaterials/Initial Inventory - Bill Of Material.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:48.132Z,2026-02-25T05:01:52.286Z,,2026-02-25T05:01:52.286Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_10_20260225_050139_b24e57,10,DATA_COSTOS_TRANSFORMADOS_COMPLETO.xlsx,/sites/BelivData/Shared Documents/Supply/9.Cost/DATA_COSTOS_TRANSFORMADOS_COMPLETO.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:39.044Z,2026-02-25T05:01:41.639Z,,2026-02-25T05:01:41.639Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_11_20260225_050131_7862b8,11,Inventory Policy.xlsx,/sites/BelivData/Shared Documents/Supply/4.Politicas de Inventario/Inventory Policy.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:31.616Z,2026-02-25T05:01:36.112Z,,2026-02-25T05:01:36.112Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_11_20260225_050102_778c84,11,Inventory Policy.xlsx,/sites/BelivData/Shared Documents/Supply/4.Politicas de Inventario/Inventory Policy.xlsx,SharePoint,2026-02-25,failed,2026-02-25T05:01:02.751Z,2026-02-25T05:01:23.510Z,"[DELTA_CONCURRENT_APPEND] ConcurrentAppendException: Files were added to the root of the table by a concurrent update. Please try the operation again.
Conflicting commit: {""timestamp"":1772017282879,""userId"":""488932038608523"",""userName"":""nsira@be-liv-externos.com"",""operation"":""UPDATE"",""operationParameters"":{""predicate"":""[\""(execution_id#30385 = EXEC_4_20260225_050102_3208a3)\""]""},""readVersion"":20200,""isolationLevel"":""WriteSerializable"",""isBlindAppend"":false,""operationMetrics"":{""numRemovedFiles"":""1"",""numRemovedBytes"":""7643"",""numCopiedRows"":""0"",""numDeletionVectorsAdded"":""0"",""executionTimeMs"":""1881"",""numDeletionVectorsUpdated"":""0"",""scanTimeMs"":""351"",""numAddedFiles"":""1"",""numUpdatedRows"":""1"",""numDeletionVectorsRemoved"":""0"",""numAddedChangeFiles"":""0"",""numAddedBytes"":""7750"",""rewriteTimeMs"":""1530""},""tags"":{""noRowsCopied"":""false"",""delta.rowTracking.preserved"":""false"",""restoresDeletedRows"":""false""},""engineInfo"":""Databricks-Runtime/17.3.x-aarch64-photon-scala2.13"",""txnId"":""9c6dde1f-278e-4f68-9724-78923da5f68b""}
Refer to https://docs.microsoft.com/azure/databricks/delta/concurrency-control for more details.",2026-02-25T05:01:23.510Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_10_20260225_050102_080e86,10,DATA_COSTOS_TRANSFORMADOS_COMPLETO.xlsx,/sites/BelivData/Shared Documents/Supply/9.Cost/DATA_COSTOS_TRANSFORMADOS_COMPLETO.xlsx,SharePoint,2026-02-25,failed,2026-02-25T05:01:02.549Z,2026-02-25T05:01:23.506Z,"[DELTA_CONCURRENT_APPEND] ConcurrentAppendException: Files were added to the root of the table by a concurrent update. Please try the operation again.
Conflicting commit: {""timestamp"":1772017282879,""userId"":""488932038608523"",""userName"":""nsira@be-liv-externos.com"",""operation"":""UPDATE"",""operationParameters"":{""predicate"":""[\""(execution_id#30385 = EXEC_4_20260225_050102_3208a3)\""]""},""readVersion"":20200,""isolationLevel"":""WriteSerializable"",""isBlindAppend"":false,""operationMetrics"":{""numRemovedFiles"":""1"",""numRemovedBytes"":""7643"",""numCopiedRows"":""0"",""numDeletionVectorsAdded"":""0"",""executionTimeMs"":""1881"",""numDeletionVectorsUpdated"":""0"",""scanTimeMs"":""351"",""numAddedFiles"":""1"",""numUpdatedRows"":""1"",""numDeletionVectorsRemoved"":""0"",""numAddedChangeFiles"":""0"",""numAddedBytes"":""7750"",""rewriteTimeMs"":""1530""},""tags"":{""noRowsCopied"":""false"",""delta.rowTracking.preserved"":""false"",""restoresDeletedRows"":""false""},""engineInfo"":""Databricks-Runtime/17.3.x-aarch64-photon-scala2.13"",""txnId"":""9c6dde1f-278e-4f68-9724-78923da5f68b""}
Refer to https://docs.microsoft.com/azure/databricks/delta/concurrency-control for more details.",2026-02-25T05:01:23.506Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_12_20260225_050102_858c22,12,Initial Inventory - Bill Of Material.xlsx,/sites/BelivData/Shared Documents/Supply/7.BillOfMaterials/Initial Inventory - Bill Of Material.xlsx,SharePoint,2026-02-25,failed,2026-02-25T05:01:02.695Z,2026-02-25T05:01:23.505Z,"[DELTA_CONCURRENT_APPEND] ConcurrentAppendException: Files were added to the root of the table by a concurrent update. Please try the operation again.
Conflicting commit: {""timestamp"":1772017282879,""userId"":""488932038608523"",""userName"":""nsira@be-liv-externos.com"",""operation"":""UPDATE"",""operationParameters"":{""predicate"":""[\""(execution_id#30385 = EXEC_4_20260225_050102_3208a3)\""]""},""readVersion"":20200,""isolationLevel"":""WriteSerializable"",""isBlindAppend"":false,""operationMetrics"":{""numRemovedFiles"":""1"",""numRemovedBytes"":""7643"",""numCopiedRows"":""0"",""numDeletionVectorsAdded"":""0"",""executionTimeMs"":""1881"",""numDeletionVectorsUpdated"":""0"",""scanTimeMs"":""351"",""numAddedFiles"":""1"",""numUpdatedRows"":""1"",""numDeletionVectorsRemoved"":""0"",""numAddedChangeFiles"":""0"",""numAddedBytes"":""7750"",""rewriteTimeMs"":""1530""},""tags"":{""noRowsCopied"":""false"",""delta.rowTracking.preserved"":""false"",""restoresDeletedRows"":""false""},""engineInfo"":""Databricks-Runtime/17.3.x-aarch64-photon-scala2.13"",""txnId"":""9c6dde1f-278e-4f68-9724-78923da5f68b""}
Refer to https://docs.microsoft.com/azure/databricks/delta/concurrency-control for more details.",2026-02-25T05:01:23.505Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_7_20260225_050103_04b415,7,sku_producing-plant.xlsx,/sites/BelivData/Shared Documents/Supply/11.ReceiptRequisition/sku_producing-plant.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:03.873Z,2026-02-25T05:01:12.477Z,,2026-02-25T05:01:12.477Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_9_20260225_050105_97429c,9,Masterplanprocurement.xlsx,/sites/BelivData/Shared Documents/Supply/8.Procurement/Masterplanprocurement.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:05.098Z,2026-02-25T05:01:11.080Z,,2026-02-25T05:01:11.080Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_4_20260225_050102_3208a3,4,ID Pricing.xlsx,/sites/BelivData/Shared Documents/Finanzas/1.RGM/ID Pricing.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:02.191Z,2026-02-25T05:01:07.823Z,,2026-02-25T05:01:07.823Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_14_20260225_050101_0b71bf,14,calendar_by_site.xlsx,/sites/BelivData/Shared Documents/Supply/10.Calendar/calendar_by_site.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:01:01.515Z,2026-02-25T05:01:04.519Z,,2026-02-25T05:01:04.519Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_8_20260225_050102_95e6d9,8,ScheduledReceiptRequisition PT.xlsx,/sites/BelivData/Shared Documents/Supply/11.ReceiptRequisition/ScheduledReceiptRequisition PT.xlsx,SharePoint,2026-02-25,Running,2026-02-25T05:01:02.950Z,null,,2026-02-25T05:01:02.950Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_3_20260225_050102_39eb36,3,BelivBillOfMaterial.xlsx,/sites/BelivData/Shared Documents/Supply/7.BillOfMaterials/BelivBillOfMaterial.xlsx,SharePoint,2026-02-25,Running,2026-02-25T05:01:02.092Z,null,,2026-02-25T05:01:02.092Z,0,system,Ingested from SharePoint
BATCH_20260225_050047_21578e,EXEC_13_20260225_050051_6532bf,13,00. Calendar Holidays.xlsx,/sites/BelivData/Shared Documents/Supply/10.Calendar/00. Calendar Holidays.xlsx,SharePoint,2026-02-25,success,2026-02-25T05:00:51.921Z,2026-02-25T05:00:57.296Z,,2026-02-25T05:00:57.296Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_13_20260224_020201_512367,13,00. Calendar Holidays.xlsx,/sites/BelivData/Shared Documents/Supply/10.Calendar/00. Calendar Holidays.xlsx,SharePoint,2026-02-24,success,2026-02-24T02:02:01.115Z,2026-02-24T02:02:05.106Z,,2026-02-24T02:02:05.106Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_14_20260224_020156_3f596b,14,calendar_by_site.xlsx,/sites/BelivData/Shared Documents/Supply/10.Calendar/calendar_by_site.xlsx,SharePoint,2026-02-24,success,2026-02-24T02:01:56.869Z,2026-02-24T02:02:00.798Z,,2026-02-24T02:02:00.798Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_9_20260224_020150_e55f35,9,Masterplanprocurement.xlsx,/sites/BelivData/Shared Documents/Supply/8.Procurement/Masterplanprocurement.xlsx,SharePoint,2026-02-24,success,2026-02-24T02:01:50.191Z,2026-02-24T02:01:55.402Z,,2026-02-24T02:01:55.402Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_11_20260224_020149_0753c1,11,Inventory Policy.xlsx,/sites/BelivData/Shared Documents/Supply/4.Politicas de Inventario/Inventory Policy.xlsx,SharePoint,2026-02-24,success,2026-02-24T02:01:49.453Z,2026-02-24T02:01:52.214Z,,2026-02-24T02:01:52.214Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_12_20260224_020149_bd09c2,12,Initial Inventory - Bill Of Material.xlsx,/sites/BelivData/Shared Documents/Supply/7.BillOfMaterials/Initial Inventory - Bill Of Material.xlsx,SharePoint,2026-02-24,success,2026-02-24T02:01:49.406Z,2026-02-24T02:01:51.580Z,,2026-02-24T02:01:51.580Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_4_20260224_020133_2dacf7,4,ID Pricing.xlsx,/sites/BelivData/Shared Documents/Finanzas/1.RGM/ID Pricing.xlsx,SharePoint,2026-02-24,success,2026-02-24T02:01:33.395Z,2026-02-24T02:01:39.354Z,,2026-02-24T02:01:39.354Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_14_20260224_020057_9ca3f0,14,calendar_by_site.xlsx,/sites/BelivData/Shared Documents/Supply/10.Calendar/calendar_by_site.xlsx,SharePoint,2026-02-24,failed,2026-02-24T02:00:57.641Z,2026-02-24T02:01:33.568Z,"[DELTA_CONCURRENT_APPEND] ConcurrentAppendException: Files were added to the root of the table by a concurrent update. Please try the operation again.
Conflicting commit: {""timestamp"":1771920089963,""userId"":""488932038608523"",""userName"":""nsira@be-liv-externos.com"",""operation"":""UPDATE"",""operationParameters"":{""predicate"":""[\""(execution_id#42358 = EXEC_9_20260224_020058_21e34d)\""]""},""readVersion"":20170,""isolationLevel"":""WriteSerializable"",""isBlindAppend"":false,""operationMetrics"":{""numRemovedFiles"":""1"",""numRemovedBytes"":""7771"",""numCopiedRows"":""0"",""numDeletionVectorsAdded"":""0"",""executionTimeMs"":""1627"",""numDeletionVectorsUpdated"":""0"",""scanTimeMs"":""425"",""numAddedFiles"":""1"",""numUpdatedRows"":""1"",""numDeletionVectorsRemoved"":""0"",""numAddedChangeFiles"":""0"",""numAddedBytes"":""13009"",""rewriteTimeMs"":""1202""},""tags"":{""noRowsCopied"":""false"",""delta.rowTracking.preserved"":""false"",""restoresDeletedRows"":""false""},""engineInfo"":""Databricks-Runtime/17.3.x-aarch64-photon-scala2.13"",""txnId"":""1aa89b6d-35ea-4c1c-bd85-de1da1945f07""}
Refer to https://docs.microsoft.com/azure/databricks/delta/concurrency-control for more details.",2026-02-24T02:01:33.568Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_13_20260224_020058_4fa573,13,00. Calendar Holidays.xlsx,/sites/BelivData/Shared Documents/Supply/10.Calendar/00. Calendar Holidays.xlsx,SharePoint,2026-02-24,failed,2026-02-24T02:00:58.029Z,2026-02-24T02:01:33.446Z,"[DELTA_CONCURRENT_APPEND] ConcurrentAppendException: Files were added to the root of the table by a concurrent update. Please try the operation again.
Conflicting commit: {""timestamp"":1771920089963,""userId"":""488932038608523"",""userName"":""nsira@be-liv-externos.com"",""operation"":""UPDATE"",""operationParameters"":{""predicate"":""[\""(execution_id#42358 = EXEC_9_20260224_020058_21e34d)\""]""},""readVersion"":20170,""isolationLevel"":""WriteSerializable"",""isBlindAppend"":false,""operationMetrics"":{""numRemovedFiles"":""1"",""numRemovedBytes"":""7771"",""numCopiedRows"":""0"",""numDeletionVectorsAdded"":""0"",""executionTimeMs"":""1627"",""numDeletionVectorsUpdated"":""0"",""scanTimeMs"":""425"",""numAddedFiles"":""1"",""numUpdatedRows"":""1"",""numDeletionVectorsRemoved"":""0"",""numAddedChangeFiles"":""0"",""numAddedBytes"":""13009"",""rewriteTimeMs"":""1202""},""tags"":{""noRowsCopied"":""false"",""delta.rowTracking.preserved"":""false"",""restoresDeletedRows"":""false""},""engineInfo"":""Databricks-Runtime/17.3.x-aarch64-photon-scala2.13"",""txnId"":""1aa89b6d-35ea-4c1c-bd85-de1da1945f07""}
Refer to https://docs.microsoft.com/azure/databricks/delta/concurrency-control for more details.",2026-02-24T02:01:33.446Z,0,system,Ingested from SharePoint
BATCH_20260224_020045_76178a,EXEC_11_20260224_020057_0a2dad,11,Inventory Policy.xlsx,/sites/BelivData/Shared Documents/Supply/4.Politicas de Inventario/Inventory Policy.xlsx,SharePoint,2026-02-24,failed,2026-02-24T02:00:57.842Z,2026-02-24T02:01:33.248Z,"[DELTA_CONCURRENT_APPEND] ConcurrentAppendException: Files were added to the root of the table by a concurrent update. Please try the operation again.
Conflicting commit: {""timestamp"":1771920089963,""userId"":""488932038608523"",""userName"":""nsira@be-liv-externos.com"",""operation"":""UPDATE"",""operationParameters"":{""predicate"":""[\""(execution_id#42358 = EXEC_9_20260224_020058_21e34d)\""]""},""readVersion"":20170,""isolationLevel"":""WriteSerializable"",""isBlindAppend"":false,""operationMetrics"":{""numRemovedFiles"":""1"",""numRemovedBytes"":""7771"",""numCopiedRows"":""0"",""numDeletionVectorsAdded"":""0"",""executionTimeMs"":""1627"",""numDeletionVectorsUpdated"":""0"",""scanTimeMs"":""425"",""numAddedFiles"":""1"",""numUpdatedRows"":""1"",""numDeletionVectorsRemoved"":""0"",""numAddedChangeFiles"":""0"",""numAddedBytes"":""13009"",""rewriteTimeMs"":""1202""},""tags"":{""noRowsCopied"":""false"",""delta.rowTracking.preserved"":""false"",""restoresDeletedRows"":""false""},""engineInfo"":""Databricks-Runtime/17.3.x-aarch64-photon-scala2.13"",""txnId"":""1aa89b6d-35ea-4c1c-bd85-de1da1945f07""}
Refer to https://docs.microsoft.com/azure/databricks/delta/concurrency-control for more details.",2026-02-24T02:01:33.248Z,0,system,Ingested from SharePoint
